Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-06 00:00:00-05:00,6.949999809265137,7.110000133514404,6.119999885559082,6.369999885559082,1942300,0.0,0.0
2025-01-07 00:00:00-05:00,6.309999942779541,6.329999923706055,5.570000171661377,5.820000171661377,1101200,0.0,0.0
2025-01-08 00:00:00-05:00,5.639999866485596,5.639999866485596,5.130000114440918,5.409999847412109,741600,0.0,0.0
2025-01-10 00:00:00-05:00,5.340000152587891,6.03000020980835,5.210000038146973,5.980000019073486,1020400,0.0,0.0
2025-01-13 00:00:00-05:00,5.809999942779541,5.809999942779541,5.090000152587891,5.190000057220459,670000,0.0,0.0
2025-01-14 00:00:00-05:00,5.349999904632568,5.489999771118164,5.010000228881836,5.070000171661377,551900,0.0,0.0
2025-01-15 00:00:00-05:00,5.28000020980835,5.570000171661377,5.179999828338623,5.369999885559082,448800,0.0,0.0
2025-01-16 00:00:00-05:00,5.400000095367432,5.489999771118164,5.119999885559082,5.480000019073486,429800,0.0,0.0
2025-01-17 00:00:00-05:00,5.539999961853027,6.090000152587891,5.5,5.690000057220459,917700,0.0,0.0
2025-01-21 00:00:00-05:00,5.829999923706055,6.25,5.630000114440918,6.130000114440918,1144400,0.0,0.0
2025-01-22 00:00:00-05:00,6.25,7.489999771118164,6.099999904632568,7.199999809265137,3128300,0.0,0.0
2025-01-23 00:00:00-05:00,6.800000190734863,10.449999809265137,6.5,10.15999984741211,14433600,0.0,0.0
2025-01-24 00:00:00-05:00,9.15999984741211,9.539999961853027,7.739999771118164,8.029999732971191,7170400,0.0,0.0
2025-01-27 00:00:00-05:00,7.0,7.659999847412109,6.0,6.170000076293945,3395100,0.0,0.0
2025-01-28 00:00:00-05:00,6.440000057220459,7.519999980926514,6.300000190734863,7.210000038146973,4788600,0.0,0.0
2025-01-29 00:00:00-05:00,7.079999923706055,7.690000057220459,6.75,6.949999809265137,2105400,0.0,0.0
2025-01-30 00:00:00-05:00,7.199999809265137,9.149999618530273,7.150000095367432,8.760000228881836,6304200,0.0,0.0
2025-01-31 00:00:00-05:00,8.9399995803833,9.960000038146973,8.399999618530273,9.050000190734863,4973300,0.0,0.0
2025-02-03 00:00:00-05:00,8.289999961853027,9.5,8.050000190734863,9.300000190734863,3334000,0.0,0.0
